flex,fsr1,fsr2,fsr3,pitch,roll,label
0,16.05,0.00,18.27,-25.17,21.11,Standing
0,16.29,0.00,18.41,-25.19,21.04,Standing
0,15.79,0.00,18.20,-25.20,21.16,Standing
0,15.46,0.00,18.04,-25.23,21.20,Standing
0,15.10,0.00,17.94,-25.23,21.16,Standing
0,15.23,0.00,18.01,-25.25,21.12,Standing
0,15.61,0.00,18.22,-25.28,21.17,Standing
0,15.95,0.00,18.37,-25.28,21.14,Standing
0,16.17,0.24,18.52,-25.30,21.07,Standing
0,15.27,0.00,18.14,-25.30,21.06,Standing
0,14.90,0.00,17.99,-25.30,21.11,Standing
0,14.49,0.00,17.67,-25.29,21.14,Standing
0,14.16,0.00,17.62,-25.28,21.12,Standing
0,13.76,0.00,17.51,-25.29,21.10,Standing
0,14.14,0.00,17.83,-25.29,21.18,Standing
0,14.18,0.00,18.09,-25.30,21.12,Standing
0,14.43,0.00,18.33,-25.31,21.09,Standing
0,13.48,0.00,18.00,-25.31,21.10,Standing
0,13.25,0.00,17.89,-25.32,21.12,Standing
0,13.04,0.00,17.76,-25.31,21.14,Standing
0,13.00,0.00,17.71,-25.31,21.11,Standing
0,13.00,0.00,17.73,-25.31,21.10,Standing
0,13.62,0.00,18.01,-25.31,21.12,Standing
0,14.16,0.00,18.23,-25.32,21.10,Standing
0,14.56,0.00,18.46,-25.34,21.08,Standing
0,14.99,0.00,18.52,-25.34,21.01,Standing
0,14.46,0.00,18.07,-25.35,21.14,Standing
0,14.25,0.00,17.96,-25.35,21.16,Standing
0,14.35,0.00,17.93,-25.36,21.14,Standing
0,14.53,0.00,17.78,-25.36,21.15,Standing
0,14.92,0.00,18.07,-25.35,21.18,Standing
0,15.22,0.00,18.28,-25.35,21.15,Standing
0,15.55,0.00,18.44,-25.34,21.09,Standing
0,15.06,0.00,18.14,-25.35,21.06,Standing
0,14.77,0.00,18.00,-25.34,21.23,Standing
0,14.53,0.00,17.95,-25.34,21.25,Standing
0,14.33,0.00,17.86,-25.34,21.24,Standing
0,14.36,0.00,18.01,-25.34,21.22,Standing
0,14.83,0.00,18.22,-25.34,21.22,Standing
0,15.24,0.00,18.39,-25.33,21.22,Standing
0,15.43,0.00,18.53,-25.33,21.20,Standing
0,14.34,0.00,17.61,-25.32,21.16,Standing
0,13.77,0.00,17.35,-25.31,21.19,Standing
0,13.59,0.00,17.37,-25.30,21.20,Standing
0,13.56,0.00,17.39,-25.29,21.18,Standing
0,13.34,0.00,17.22,-25.30,21.15,Standing
0,13.91,0.00,17.59,-25.30,21.19,Standing
0,13.69,0.00,17.55,-25.32,21.16,Standing
0,14.24,0.00,17.88,-25.32,21.15,Standing
0,13.87,0.00,17.64,-25.31,21.13,Standing
0,13.73,0.00,17.63,-25.29,21.19,Standing
0,13.70,0.00,17.57,-25.30,21.21,Standing
0,13.67,0.00,17.54,-25.31,21.20,Standing
0,13.20,0.00,17.37,-25.32,21.20,Standing
0,13.72,0.00,17.73,-25.29,21.23,Standing
0,14.15,0.00,18.07,-25.30,21.19,Standing
0,14.60,0.00,18.30,-25.29,21.18,Standing
0,14.92,0.00,18.51,-25.29,21.12,Standing
0,14.59,0.00,18.33,-25.27,21.34,Standing
0,13.77,0.00,18.15,-25.26,21.33,Standing
0,13.44,0.00,17.95,-25.26,21.26,Standing
0,14.09,0.00,18.24,-25.27,21.20,Standing
0,14.55,0.00,18.44,-25.24,21.22,Standing
0,14.90,0.00,18.64,-25.20,21.20,Standing
0,15.24,0.71,18.81,-25.18,21.14,Standing
0,13.85,0.00,18.21,-25.18,21.15,Standing
0,13.76,0.00,18.06,-25.17,21.31,Standing
0,13.59,0.00,17.82,-25.15,21.34,Standing
0,13.44,0.00,17.72,-25.14,21.39,Standing
0,13.51,0.00,17.79,-25.13,21.40,Standing
0,14.10,0.00,18.08,-25.10,21.40,Standing
0,14.64,0.00,18.36,-25.09,21.38,Standing
0,14.99,0.00,18.53,-25.10,21.35,Standing
0,13.76,0.00,18.29,-25.11,21.28,Standing
0,13.59,0.00,18.13,-25.11,21.40,Standing
0,13.51,0.00,18.00,-25.13,21.40,Standing
0,13.55,0.00,17.89,-25.13,21.34,Standing
0,14.11,0.00,18.18,-25.11,21.31,Standing
0,14.63,0.00,18.39,-25.12,21.26,Standing
0,15.09,0.00,18.58,-25.11,21.21,Standing
0,15.39,0.62,18.72,-25.09,21.13,Standing
0,14.78,0.00,18.47,-25.10,21.10,Standing
0,14.50,0.00,18.27,-25.11,21.19,Standing
0,14.03,0.00,17.98,-25.10,21.19,Standing
0,13.95,0.00,17.96,-25.12,21.16,Standing
0,14.18,0.00,18.08,-25.12,21.13,Standing
0,14.66,0.00,18.32,-25.14,21.14,Standing
0,15.05,0.00,18.53,-25.15,21.12,Standing
0,15.36,0.00,18.68,-25.15,21.09,Standing
0,14.77,0.00,18.43,-25.14,21.07,Standing
0,14.36,0.00,18.18,-25.12,21.22,Standing
0,14.19,0.00,18.05,-25.13,21.25,Standing
0,13.99,0.00,18.02,-25.14,21.22,Standing
0,14.54,0.00,18.28,-25.14,21.20,Standing
0,15.02,0.00,18.49,-25.16,21.23,Standing
0,15.34,0.79,18.66,-25.16,21.21,Standing
0,15.61,1.40,18.79,-25.16,21.16,Standing
0,14.86,0.00,18.43,-25.17,21.14,Standing
0,14.65,0.00,18.27,-25.16,21.27,Standing
0,14.59,0.00,18.11,-25.18,21.29,Standing
0,14.45,0.00,17.99,-25.19,21.26,Standing
0,14.97,0.00,18.31,-25.21,21.23,Standing
0,15.27,0.06,18.58,-25.21,21.24,Standing
0,15.48,1.83,18.77,-25.21,21.22,Standing
0,14.51,0.00,18.61,-25.23,21.18,Standing
0,14.43,0.00,18.38,-25.24,21.14,Standing
0,14.01,0.00,18.11,-25.26,21.21,Standing
0,13.79,0.00,18.03,-25.28,21.17,Standing
0,13.74,0.00,17.97,-25.29,21.14,Standing
0,14.34,0.00,18.22,-25.33,21.12,Standing
0,14.77,0.00,18.44,-25.34,21.13,Standing
0,15.13,0.00,18.61,-25.33,21.11,Standing
0,15.41,0.32,18.75,-25.34,21.12,Standing
0,14.94,0.00,18.49,-25.34,21.10,Standing
0,14.63,0.00,18.34,-25.34,21.20,Standing
0,14.49,0.00,18.18,-25.33,21.18,Standing
0,14.35,0.00,18.09,-25.33,21.17,Standing
0,14.85,0.00,18.35,-25.33,21.16,Standing
0,15.11,0.02,18.54,-25.33,21.18,Standing
0,15.51,1.33,18.74,-25.33,21.12,Standing
0,15.23,0.03,18.55,-25.32,21.10,Standing
0,14.79,0.00,18.39,-25.33,21.08,Standing
0,14.47,0.00,18.20,-25.32,21.18,Standing
0,14.15,0.00,17.89,-25.32,21.16,Standing
0,13.74,0.00,17.87,-25.34,21.14,Standing
0,13.84,0.00,17.85,-25.33,21.13,Standing
0,14.64,0.00,18.15,-25.33,21.15,Standing
0,15.29,0.00,18.43,-25.33,21.13,Standing
0,15.81,0.00,18.66,-25.33,21.14,Standing
0,15.73,0.00,18.52,-25.34,21.11,Standing
0,15.47,0.00,18.38,-25.34,21.25,Standing
0,15.25,0.00,18.24,-25.36,21.20,Standing
0,15.20,0.00,18.09,-25.37,21.17,Standing
0,15.87,0.00,18.37,-25.38,21.12,Standing
0,16.26,0.17,18.57,-25.38,21.12,Standing
0,16.59,1.25,18.73,-25.38,21.10,Standing
0,16.26,0.00,18.52,-25.37,21.08,Standing
0,16.01,0.00,18.46,-25.37,21.11,Standing
0,15.82,0.00,18.28,-25.36,21.21,Standing
0,15.63,0.00,18.12,-25.36,21.18,Standing
0,15.42,0.00,18.06,-25.36,21.15,Standing
0,15.51,0.00,18.14,-25.36,21.13,Standing
0,16.11,0.00,18.45,-25.36,21.14,Standing
0,15.57,0.00,18.24,-25.34,21.11,Standing
0,16.04,0.00,18.46,-25.34,21.10,Standing
0,15.50,0.00,18.19,-25.35,21.05,Standing
0,15.30,0.00,18.07,-25.33,21.19,Standing
0,15.14,0.00,17.96,-25.33,21.21,Standing
0,14.95,0.00,17.86,-25.32,21.20,Standing
0,15.57,0.00,18.16,-25.34,21.22,Standing
0,15.39,0.00,18.10,-25.33,21.20,Standing
0,15.88,0.00,18.35,-25.33,21.19,Standing
0,15.45,0.00,18.06,-25.33,21.16,Standing
0,15.29,0.00,18.01,-25.31,21.14,Standing
0,15.40,0.00,17.91,-25.28,21.22,Standing
0,15.18,0.00,17.87,-25.25,21.21,Standing
0,15.06,0.00,17.80,-25.23,21.22,Standing
0,15.13,0.00,17.90,-25.23,21.22,Standing
0,15.67,0.00,18.19,-25.22,21.19,Standing
0,16.12,0.00,18.42,-25.19,21.17,Standing
0,16.49,0.42,18.64,-25.19,21.14,Standing
0,15.58,0.00,18.17,-25.19,21.08,Standing
0,15.56,0.00,18.10,-25.16,21.16,Standing
0,15.35,0.00,18.00,-25.14,21.15,Standing
0,15.30,0.00,17.91,-25.11,21.12,Standing
0,15.84,0.00,18.21,-25.09,21.09,Standing
0,16.36,0.00,18.43,-25.07,21.12,Standing
0,16.67,1.03,18.63,-25.05,21.11,Standing
0,16.91,1.93,18.78,-25.03,21.07,Standing
0,16.17,0.00,18.35,-25.01,21.06,Standing
0,15.85,0.00,18.24,-24.99,21.20,Standing
0,15.60,0.00,18.11,-24.97,21.22,Standing
0,15.60,0.00,18.02,-24.96,21.20,Standing
0,15.45,0.00,17.90,-24.95,21.19,Standing
0,15.95,0.00,18.20,-24.95,21.21,Standing
0,16.35,0.14,18.43,-24.95,21.15,Standing
0,16.70,1.12,18.62,-24.94,21.14,Standing
0,16.02,0.00,18.28,-24.94,21.08,Standing
0,15.78,0.00,18.13,-24.93,21.26,Standing
0,15.62,0.00,18.00,-24.92,21.28,Standing
0,15.50,0.00,17.92,-24.91,21.26,Standing
0,16.13,0.00,18.21,-24.92,21.22,Standing
0,16.51,0.02,18.44,-24.94,21.24,Standing
0,16.72,1.33,18.49,-24.92,21.22,Standing
0,16.96,2.14,18.67,-24.92,21.24,Standing
0,16.62,0.84,18.49,-24.93,21.21,Standing
0,16.49,0.00,18.36,-24.92,21.23,Standing
0,16.31,0.00,18.41,-24.91,21.25,Standing
0,16.02,0.00,18.25,-24.91,21.26,Standing
0,16.57,0.00,18.49,-24.92,21.22,Standing
0,16.87,1.07,18.66,-24.89,21.19,Standing
0,17.09,2.17,18.85,-24.91,21.11,Standing
0,16.71,0.93,18.66,-24.91,21.09,Standing
0,16.08,0.00,18.35,-24.93,21.06,Standing
0,15.89,0.00,18.19,-24.93,21.10,Standing
0,15.74,0.00,18.06,-24.92,21.12,Standing
0,15.61,0.00,17.99,-24.91,21.11,Standing
0,15.09,0.00,17.88,-24.91,21.11,Standing
0,15.69,0.00,18.15,-24.92,21.21,Standing
0,16.28,0.00,18.45,-24.93,21.18,Standing
0,16.79,0.63,18.68,-24.94,21.15,Standing
0,16.02,0.00,18.38,-24.95,21.10,Standing
0,15.76,0.00,18.27,-24.93,21.15,Standing
0,15.54,0.00,18.13,-24.92,21.16,Standing
0,15.18,0.00,17.97,-24.94,21.13,Standing
0,14.95,0.00,17.80,-24.94,21.11,Standing
0,14.95,0.00,17.81,-24.97,21.12,Standing
0,15.56,0.00,18.12,-24.96,21.14,Standing
0,16.05,0.00,18.38,-24.96,21.11,Standing
0,15.52,0.00,18.13,-24.97,21.09,Standing
