flex,fsr1,fsr2,fsr3,pitch,roll,label
277,2.24,0.00,15.76,69.11,24.83,Sitting
291,2.54,0.00,15.93,69.11,24.81,Sitting
285,2.06,0.00,15.71,69.10,24.75,Sitting
272,1.56,0.00,15.61,69.09,24.89,Sitting
267,1.19,0.00,15.47,69.09,24.87,Sitting
262,0.87,0.00,15.33,69.10,24.85,Sitting
283,1.27,0.00,15.58,69.09,24.81,Sitting
281,1.18,0.00,15.44,69.09,24.78,Sitting
298,1.73,0.00,15.72,69.09,24.75,Sitting
315,2.10,0.00,15.90,69.09,24.76,Sitting
298,1.37,0.00,15.58,69.11,24.74,Sitting
290,1.05,0.00,15.41,69.12,24.86,Sitting
275,0.70,0.00,15.26,69.12,24.88,Sitting
282,0.67,0.00,15.14,69.13,24.87,Sitting
292,1.02,0.00,15.25,69.13,24.85,Sitting
311,1.65,0.00,15.49,69.12,24.82,Sitting
322,2.12,0.00,15.71,69.12,24.82,Sitting
337,2.47,0.00,15.92,69.11,24.79,Sitting
317,1.91,0.00,15.43,69.10,24.74,Sitting
311,1.82,0.00,15.32,69.12,24.76,Sitting
303,1.53,0.00,15.19,69.12,24.79,Sitting
297,1.22,0.00,15.04,69.10,24.77,Sitting
306,1.33,0.00,15.20,69.10,24.78,Sitting
299,1.09,0.00,15.14,69.11,24.82,Sitting
318,1.46,0.00,15.46,69.12,24.83,Sitting
334,1.71,0.00,15.69,69.13,24.81,Sitting
312,0.79,0.00,15.35,69.14,24.80,Sitting
304,0.41,0.00,15.24,69.14,24.94,Sitting
301,0.00,0.00,15.20,69.16,24.96,Sitting
301,0.00,0.00,15.10,69.17,24.92,Sitting
322,0.65,0.00,15.50,69.14,24.91,Sitting
341,1.13,0.00,15.69,69.12,24.87,Sitting
353,1.55,0.00,15.85,69.12,24.88,Sitting
339,1.65,0.00,15.71,69.11,24.83,Sitting
329,1.33,0.00,15.50,69.11,24.77,Sitting
320,1.14,0.00,15.35,69.12,24.86,Sitting
313,0.32,0.00,15.24,69.12,24.83,Sitting
308,0.25,0.00,15.18,69.12,24.79,Sitting
307,0.27,0.00,15.10,69.12,24.77,Sitting
328,0.97,0.00,15.42,69.11,24.77,Sitting
319,0.93,0.00,15.22,69.14,24.79,Sitting
336,1.49,0.00,15.46,69.14,24.79,Sitting
323,1.18,0.00,15.25,69.13,24.79,Sitting
316,0.95,0.00,15.20,69.12,24.95,Sitting
313,0.77,0.00,15.15,69.12,24.94,Sitting
308,0.68,0.00,15.05,69.12,24.91,Sitting
327,1.41,0.00,15.33,69.10,24.88,Sitting
346,1.89,0.00,15.53,69.08,24.88,Sitting
360,2.27,0.00,15.75,69.08,24.81,Sitting
344,2.08,0.00,15.57,69.09,24.76,Sitting
332,1.59,0.00,15.24,69.12,24.72,Sitting
323,1.18,0.00,14.99,69.13,24.76,Sitting
317,1.50,0.00,14.92,69.15,24.78,Sitting
312,1.19,0.00,14.84,69.14,24.78,Sitting
298,1.29,0.00,15.09,69.14,24.76,Sitting
320,1.80,0.00,15.32,69.15,24.83,Sitting
316,1.85,0.00,14.98,69.14,24.84,Sitting
338,2.18,0.00,15.20,69.14,24.85,Sitting
326,1.52,0.00,14.84,69.16,24.86,Sitting
322,1.20,0.00,14.70,69.16,24.89,Sitting
312,0.85,0.00,14.61,69.14,24.86,Sitting
307,0.60,0.00,14.58,69.13,24.84,Sitting
304,0.47,0.00,14.48,69.11,24.81,Sitting
314,0.40,0.00,14.60,69.11,24.90,Sitting
334,0.92,0.00,14.86,69.10,24.90,Sitting
346,1.38,0.00,15.06,69.07,24.87,Sitting
330,0.00,0.00,14.78,69.03,24.84,Sitting
319,0.00,0.00,14.74,69.04,24.99,Sitting
308,0.00,0.00,14.62,69.06,25.00,Sitting
294,0.00,0.00,14.49,69.06,25.00,Sitting
285,0.00,0.00,14.40,69.06,24.96,Sitting
301,0.00,0.00,14.71,69.10,24.97,Sitting
314,0.36,0.00,15.05,69.10,24.94,Sitting
325,0.75,0.00,15.25,69.11,24.91,Sitting
308,0.46,0.00,15.05,69.12,24.87,Sitting
288,0.20,0.00,14.95,69.13,25.00,Sitting
276,0.02,0.00,14.86,69.11,24.96,Sitting
270,0.00,0.00,14.72,69.09,24.94,Sitting
287,0.52,0.00,15.03,69.08,24.95,Sitting
299,0.64,0.00,14.82,69.10,24.91,Sitting
312,1.11,0.00,15.05,69.13,24.86,Sitting
323,1.25,0.00,15.29,69.16,24.83,Sitting
306,0.81,0.00,15.11,69.15,24.82,Sitting
298,0.62,0.00,14.94,69.12,24.99,Sitting
286,0.50,0.00,14.81,69.13,25.01,Sitting
282,0.36,0.00,14.67,69.14,25.02,Sitting
295,0.60,0.00,14.73,69.13,25.00,Sitting
315,1.21,0.00,14.96,69.12,24.99,Sitting
306,1.11,0.00,14.75,69.12,24.97,Sitting
325,1.61,0.00,14.97,69.13,24.94,Sitting
321,1.29,0.00,14.77,69.11,24.91,Sitting
309,0.96,0.00,14.59,69.11,24.98,Sitting
300,0.63,0.00,14.53,69.12,24.96,Sitting
297,0.36,0.00,14.35,69.15,24.93,Sitting
318,1.07,0.00,14.68,69.15,24.87,Sitting
334,1.56,0.00,14.89,69.16,24.83,Sitting
344,2.01,0.00,15.05,69.16,24.80,Sitting
353,2.23,0.00,15.20,69.16,24.74,Sitting
334,1.63,0.00,14.85,69.15,24.74,Sitting
321,1.18,0.00,14.63,69.14,24.78,Sitting
309,0.81,0.00,14.47,69.14,24.82,Sitting
302,0.54,0.00,14.42,69.15,24.81,Sitting
293,0.26,0.00,14.18,69.15,24.79,Sitting
311,0.78,0.00,14.53,69.17,24.82,Sitting
306,0.61,0.00,14.48,69.18,24.79,Sitting
323,1.13,0.00,14.71,69.18,24.79,Sitting
332,0.92,0.00,14.64,69.18,24.75,Sitting
318,0.60,0.00,14.44,69.16,24.83,Sitting
310,0.54,0.00,14.30,69.14,24.82,Sitting
303,0.76,0.00,13.77,69.12,24.80,Sitting
286,0.62,0.00,13.77,69.11,24.78,Sitting
309,1.12,0.00,14.14,69.10,24.79,Sitting
328,1.52,0.00,14.50,69.12,24.77,Sitting
346,1.91,0.00,14.73,69.13,24.72,Sitting
335,1.42,0.00,14.57,69.14,24.70,Sitting
328,1.06,0.00,14.46,69.14,24.79,Sitting
320,0.85,0.00,14.44,69.14,24.82,Sitting
320,0.64,0.00,14.38,69.15,24.79,Sitting
315,0.40,0.00,14.30,69.13,24.77,Sitting
335,0.99,0.00,14.60,69.10,24.84,Sitting
351,1.41,0.00,14.83,69.07,24.83,Sitting
361,1.75,0.00,14.98,69.08,24.81,Sitting
360,1.66,0.00,14.83,69.08,24.83,Sitting
346,1.19,0.00,14.72,69.09,25.04,Sitting
334,0.79,0.00,14.61,69.11,25.04,Sitting
322,0.47,0.00,14.49,69.14,25.00,Sitting
316,0.24,0.00,14.41,69.13,24.97,Sitting
339,0.77,0.00,14.71,69.13,24.97,Sitting
356,1.22,0.00,14.94,69.11,24.93,Sitting
369,1.54,0.00,15.14,69.11,24.92,Sitting
357,0.74,0.00,14.90,69.10,24.87,Sitting
346,0.44,0.00,14.72,69.09,25.01,Sitting
337,0.84,0.00,14.55,69.08,25.03,Sitting
333,0.99,0.00,14.13,69.07,25.00,Sitting
350,1.50,0.00,14.51,69.10,25.00,Sitting
364,1.79,0.00,14.82,69.10,24.96,Sitting
374,2.05,0.00,15.04,69.11,24.93,Sitting
381,2.12,0.00,15.14,69.09,24.87,Sitting
359,1.53,0.00,14.87,69.09,24.85,Sitting
349,1.19,0.00,14.80,69.08,24.95,Sitting
339,0.97,0.00,14.66,69.08,24.95,Sitting
332,0.70,0.00,14.61,69.07,24.92,Sitting
339,0.93,0.00,14.69,69.08,24.90,Sitting
357,1.39,0.00,14.95,69.08,24.87,Sitting
370,1.78,0.00,15.14,69.08,24.83,Sitting
379,2.08,0.00,15.29,69.08,24.82,Sitting
358,1.52,0.00,15.05,69.09,24.75,Sitting
343,1.14,0.00,14.92,69.11,24.91,Sitting
332,0.84,0.00,14.78,69.12,24.87,Sitting
327,0.63,0.00,14.79,69.11,24.83,Sitting
343,1.23,0.00,15.13,69.11,24.80,Sitting
337,1.11,0.00,14.96,69.07,24.77,Sitting
359,1.54,0.00,15.17,69.06,24.76,Sitting
372,1.71,0.00,15.32,69.04,24.73,Sitting
355,1.12,0.00,15.03,69.04,24.72,Sitting
342,0.80,0.00,14.77,69.04,24.77,Sitting
328,0.49,0.00,14.62,69.05,24.78,Sitting
322,0.35,0.00,14.57,69.06,24.76,Sitting
315,0.06,0.00,14.37,69.05,24.73,Sitting
338,0.71,0.00,14.77,69.04,24.74,Sitting
328,0.34,0.00,14.57,69.03,24.71,Sitting
347,0.89,0.00,14.92,69.03,24.70,Sitting
361,1.35,0.00,15.08,69.05,24.65,Sitting
349,0.97,0.00,14.91,69.06,24.76,Sitting
339,0.69,0.00,14.77,69.07,24.75,Sitting
333,0.45,0.00,14.61,69.07,24.74,Sitting
327,0.27,0.00,14.52,69.08,24.73,Sitting
322,0.16,0.00,14.49,69.09,24.82,Sitting
346,0.74,0.00,14.78,69.08,24.80,Sitting
342,0.60,0.00,14.65,69.10,24.78,Sitting
346,0.35,0.00,14.56,69.12,24.74,Sitting
341,0.18,0.00,14.54,69.12,24.84,Sitting
337,0.05,0.00,14.52,69.14,24.85,Sitting
331,0.00,0.00,14.43,69.13,24.84,Sitting
326,0.00,0.00,14.30,69.12,24.82,Sitting
347,0.60,0.00,14.62,69.13,24.84,Sitting
332,0.23,0.00,14.42,69.12,24.82,Sitting
354,0.94,0.00,14.72,69.12,24.82,Sitting
367,1.21,0.00,14.65,69.12,24.77,Sitting
355,0.93,0.00,14.58,69.15,24.87,Sitting
346,0.75,0.00,14.53,69.16,24.84,Sitting
339,0.59,0.00,14.48,69.14,24.83,Sitting
335,0.51,0.00,14.49,69.16,24.82,Sitting
328,0.25,0.00,14.72,69.16,24.89,Sitting
348,0.90,0.00,14.98,69.17,24.87,Sitting
364,1.40,0.00,15.18,69.17,24.81,Sitting
380,1.88,0.00,15.33,69.17,24.80,Sitting
365,1.45,0.00,15.17,69.14,25.06,Sitting
354,1.08,0.00,14.97,69.12,25.03,Sitting
348,0.89,0.00,14.93,69.10,25.00,Sitting
336,0.60,0.00,14.76,69.07,24.97,Sitting
355,1.14,0.00,15.01,69.07,24.98,Sitting
348,1.04,0.00,14.86,69.07,24.93,Sitting
364,1.58,0.00,15.07,69.09,24.90,Sitting
349,0.85,0.00,14.75,69.09,24.87,Sitting
343,0.71,0.00,14.65,69.09,24.89,Sitting
339,0.49,0.00,14.59,69.09,24.93,Sitting
335,0.36,0.00,14.46,69.08,24.93,Sitting
330,0.15,0.00,14.29,69.08,24.95,Sitting
328,0.20,0.00,14.31,69.08,24.99,Sitting
350,0.81,0.00,14.65,69.07,25.03,Sitting
367,1.30,0.00,14.91,69.05,24.96,Sitting
364,1.32,0.00,14.68,69.05,24.91,Sitting
352,0.98,0.00,14.58,69.05,25.10,Sitting
344,0.59,0.00,14.51,69.06,25.10,Sitting
341,0.50,0.00,14.46,69.05,25.05,Sitting
360,1.14,0.00,14.80,69.05,25.01,Sitting
374,1.58,0.00,15.03,69.06,24.98,Sitting
386,1.78,0.00,15.22,69.06,24.91,Sitting
395,2.09,0.00,15.36,69.06,24.89,Sitting
375,1.69,0.00,15.08,69.06,24.85,Sitting
364,1.31,0.00,14.92,69.09,24.92,Sitting
356,0.55,0.00,14.73,69.10,24.89,Sitting
349,0.46,0.00,14.60,69.12,24.88,Sitting
343,0.24,0.00,14.49,69.11,24.88,Sitting
361,0.87,0.00,14.75,69.14,24.99,Sitting
378,1.36,0.00,15.03,69.12,24.97,Sitting
389,1.73,0.00,15.21,69.10,24.90,Sitting
396,1.93,0.00,15.12,69.08,24.88,Sitting
381,1.52,0.00,14.98,69.10,24.97,Sitting
368,1.26,0.00,14.86,69.11,24.94,Sitting
361,1.05,0.00,14.79,69.09,24.89,Sitting
356,0.70,0.00,14.75,69.07,24.87,Sitting
374,1.22,0.00,15.06,69.05,24.89,Sitting
388,1.56,0.00,15.26,69.06,24.86,Sitting
399,2.00,0.00,15.40,69.08,24.83,Sitting
409,2.24,0.00,15.52,69.08,24.79,Sitting
393,1.85,0.00,15.28,69.07,24.94,Sitting
380,1.67,0.00,15.12,69.08,24.99,Sitting
370,1.48,0.00,14.97,69.09,24.98,Sitting
359,1.32,0.00,14.78,69.09,24.96,Sitting
356,1.40,0.00,14.35,69.08,25.00,Sitting
374,2.03,0.00,14.70,69.06,24.99,Sitting
389,2.52,0.00,14.97,69.07,24.97,Sitting
376,2.15,0.00,14.85,69.07,24.95,Sitting
369,1.97,0.00,14.78,69.08,25.00,Sitting
362,1.90,0.00,14.36,69.08,25.00,Sitting
356,1.70,0.00,14.35,69.09,24.98,Sitting
352,1.63,0.00,14.28,69.07,24.96,Sitting
372,2.25,0.00,14.67,69.08,24.97,Sitting
387,2.62,0.00,15.01,69.10,24.90,Sitting
387,2.68,0.00,15.01,69.09,24.87,Sitting
400,3.00,0.00,15.19,69.09,24.86,Sitting
386,2.62,0.00,15.02,69.11,24.99,Sitting
377,2.36,0.00,14.92,69.11,25.00,Sitting
367,2.05,0.00,14.78,69.09,24.98,Sitting
360,1.63,0.00,14.75,69.10,24.97,Sitting
380,2.17,0.00,15.06,69.10,25.04,Sitting
393,2.78,0.00,15.25,69.10,25.02,Sitting
405,3.13,0.00,15.49,69.10,24.96,Sitting
390,2.67,0.00,15.23,69.09,24.92,Sitting
377,2.30,0.00,15.06,69.11,24.96,Sitting
365,2.00,0.00,14.94,69.11,24.97,Sitting
357,1.87,0.00,14.83,69.10,24.95,Sitting
350,1.48,0.00,14.65,69.09,24.90,Sitting
370,1.94,0.00,14.97,69.09,24.91,Sitting
386,2.29,0.00,15.21,69.08,24.87,Sitting
398,2.47,0.00,15.40,69.08,24.86,Sitting
408,2.66,0.00,15.56,69.11,24.80,Sitting
392,2.15,0.00,15.38,69.13,24.93,Sitting
378,1.70,0.00,15.21,69.16,24.96,Sitting
367,1.28,0.00,15.08,69.15,24.94,Sitting
354,1.06,0.00,14.94,69.15,24.93,Sitting
374,1.49,0.00,15.19,69.15,25.02,Sitting
389,1.81,0.00,15.37,69.15,24.99,Sitting
401,2.16,0.00,15.55,69.15,24.92,Sitting
388,1.59,0.00,15.27,69.13,24.89,Sitting
374,1.16,0.00,15.15,69.13,24.93,Sitting
351,1.32,0.00,15.01,69.13,24.92,Sitting
347,1.02,0.00,14.89,69.15,24.91,Sitting
337,0.46,0.00,14.65,69.16,24.86,Sitting
357,1.12,0.00,15.00,69.14,24.83,Sitting
375,1.56,0.00,15.29,69.12,24.78,Sitting
389,1.93,0.00,15.51,69.11,24.79,Sitting
399,2.30,0.00,15.62,69.11,24.73,Sitting
386,1.61,0.00,15.36,69.12,24.82,Sitting
377,1.28,0.00,15.22,69.11,24.85,Sitting
371,1.12,0.00,15.09,69.10,24.84,Sitting
363,0.90,0.00,14.92,69.11,24.81,Sitting
383,1.48,0.00,15.08,69.11,24.82,Sitting
400,1.94,0.00,15.33,69.11,24.81,Sitting
409,2.30,0.00,15.52,69.11,24.84,Sitting
390,1.73,0.00,15.17,69.11,24.81,Sitting
377,1.30,0.00,15.05,69.09,24.86,Sitting
363,0.89,0.00,14.83,69.09,24.87,Sitting
358,0.66,0.00,14.71,69.10,24.83,Sitting
351,0.40,0.00,14.97,69.11,24.81,Sitting
371,0.87,0.00,15.21,69.11,24.87,Sitting
386,1.31,0.00,15.42,69.13,24.86,Sitting
398,1.65,0.00,15.52,69.13,24.85,Sitting
411,1.90,0.00,15.66,69.13,24.79,Sitting
396,1.36,0.00,15.40,69.12,24.93,Sitting
382,0.90,0.00,15.12,69.11,24.96,Sitting
373,0.61,0.00,14.85,69.11,24.95,Sitting
364,0.28,0.00,14.52,69.11,24.93,Sitting
381,0.84,0.00,14.70,69.11,24.97,Sitting
384,0.84,0.00,14.76,69.12,24.94,Sitting
399,1.29,0.00,14.89,69.12,24.93,Sitting
384,0.89,0.00,14.56,69.11,24.91,Sitting
377,0.73,0.00,14.32,69.09,24.96,Sitting
367,0.50,0.00,14.20,69.08,24.97,Sitting
361,0.37,0.00,14.09,69.07,24.97,Sitting
354,0.15,0.00,13.91,69.05,24.94,Sitting
376,0.80,0.00,14.25,69.06,24.95,Sitting
392,1.38,0.00,14.50,69.07,24.89,Sitting
407,1.78,0.00,14.77,69.07,24.87,Sitting
419,2.07,0.00,14.93,69.07,24.80,Sitting
406,1.60,0.00,14.71,69.07,24.94,Sitting
394,1.32,0.00,14.54,69.09,24.96,Sitting
385,1.21,0.00,14.37,69.09,24.94,Sitting
379,0.88,0.00,14.24,69.09,24.92,Sitting
394,1.37,0.00,14.55,69.08,24.98,Sitting
409,1.76,0.00,14.75,69.09,24.97,Sitting
420,2.01,0.00,14.91,69.09,24.89,Sitting
427,2.32,0.00,15.10,69.09,24.87,Sitting
409,1.76,0.00,14.85,69.11,25.00,Sitting
391,1.25,0.00,14.61,69.12,25.01,Sitting
380,0.85,0.00,14.45,69.10,24.96,Sitting
371,0.30,0.00,14.31,69.08,24.92,Sitting
389,0.43,0.00,14.56,69.10,24.96,Sitting
404,0.66,0.00,14.77,69.10,24.89,Sitting
413,0.95,0.00,14.87,69.09,24.86,Sitting
422,1.38,0.00,15.02,69.10,24.79,Sitting
403,0.39,0.00,14.74,69.13,24.90,Sitting
390,0.31,0.00,14.52,69.12,24.87,Sitting
377,0.13,0.00,14.41,69.12,24.83,Sitting
369,0.11,0.00,14.28,69.11,24.82,Sitting
384,0.80,0.00,14.59,69.09,24.90,Sitting
397,1.64,0.00,14.77,69.07,24.91,Sitting
407,1.99,0.00,14.93,69.07,24.84,Sitting
391,1.59,0.00,14.51,69.09,24.81,Sitting
382,1.21,0.00,14.41,69.09,24.93,Sitting
370,0.96,0.00,14.26,69.08,24.92,Sitting
362,0.79,0.00,14.14,69.10,24.88,Sitting
358,0.76,0.00,13.96,69.12,24.86,Sitting
377,1.55,0.00,14.30,69.10,24.92,Sitting
392,2.00,0.00,14.55,69.11,24.90,Sitting
391,1.87,0.00,14.27,69.10,24.88,Sitting
378,1.36,0.00,14.07,69.11,24.90,Sitting
367,0.86,0.00,13.98,69.12,24.93,Sitting
361,0.57,0.00,13.95,69.11,24.94,Sitting
359,0.34,0.00,13.88,69.12,24.93,Sitting
351,0.11,0.00,13.85,69.11,24.92,Sitting
372,0.76,0.00,14.18,69.10,25.03,Sitting
365,0.47,0.00,14.14,69.09,25.01,Sitting
378,0.98,0.00,14.34,69.09,24.98,Sitting
363,0.64,0.00,14.19,69.07,24.95,Sitting
351,0.48,0.00,14.08,69.06,25.10,Sitting
342,0.35,0.00,14.00,69.06,25.06,Sitting
337,0.14,0.00,13.96,69.06,25.02,Sitting
360,0.84,0.00,14.29,69.07,24.97,Sitting
374,0.82,0.00,14.36,69.08,24.93,Sitting
387,1.31,0.00,14.61,69.08,24.91,Sitting
369,0.96,0.00,14.89,69.07,24.88,Sitting
363,0.78,0.00,14.68,69.06,24.85,Sitting
355,0.65,0.00,14.54,69.06,24.93,Sitting
350,0.69,0.00,14.42,69.06,24.96,Sitting
345,0.77,0.00,14.39,69.06,24.99,Sitting
339,0.62,0.00,14.29,69.04,24.97,Sitting
362,1.33,0.00,14.57,69.03,24.98,Sitting
342,0.32,0.00,14.38,69.02,24.96,Sitting
367,1.06,0.00,14.66,69.03,24.97,Sitting
357,0.96,0.00,14.45,69.02,24.94,Sitting
351,0.90,0.00,14.35,69.04,25.06,Sitting
348,0.88,0.00,14.28,69.04,25.02,Sitting
344,0.83,0.00,14.38,69.05,24.99,Sitting
365,1.52,0.00,14.66,69.06,24.96,Sitting
381,2.11,0.00,14.86,69.10,24.92,Sitting
394,2.48,0.00,15.04,69.09,24.89,Sitting
382,2.16,0.00,14.83,69.08,24.86,Sitting
367,1.87,0.00,14.59,69.08,24.88,Sitting
365,1.57,0.00,14.47,69.07,24.98,Sitting
356,1.35,0.00,14.38,69.07,24.94,Sitting
354,1.24,0.00,14.37,69.08,24.91,Sitting
365,1.54,0.00,14.22,69.08,24.86,Sitting
384,2.06,0.00,14.53,69.09,24.87,Sitting
367,1.68,0.00,14.30,69.07,24.84,Sitting
380,2.21,0.00,14.60,69.06,24.81,Sitting
365,1.96,0.00,14.45,69.08,24.76,Sitting
351,1.87,0.00,14.36,69.10,24.85,Sitting
346,1.75,0.00,14.36,69.11,24.81,Sitting
338,1.47,0.00,14.27,69.11,24.78,Sitting
357,2.12,0.00,14.59,69.09,24.75,Sitting
349,1.72,0.00,14.32,69.08,24.78,Sitting
366,2.29,0.00,14.63,69.10,24.79,Sitting
350,2.02,0.00,15.04,69.12,24.77,Sitting
343,1.88,0.00,14.83,69.11,24.76,Sitting
336,1.68,0.00,14.74,69.12,24.90,Sitting
330,1.65,0.00,14.66,69.12,24.87,Sitting
324,1.60,0.00,14.54,69.11,24.88,Sitting
320,1.69,0.00,14.52,69.13,24.83,Sitting
342,2.41,0.00,14.84,69.13,24.79,Sitting
337,2.44,0.00,14.79,69.13,24.77,Sitting
350,3.07,0.00,15.02,69.11,24.78,Sitting
341,2.91,0.00,14.83,69.12,24.76,Sitting
335,2.89,0.00,14.73,69.13,24.89,Sitting
334,2.94,0.00,14.63,69.12,24.86,Sitting
328,2.87,0.00,14.52,69.14,24.83,Sitting
326,2.98,0.00,14.43,69.15,24.82,Sitting
323,3.32,0.00,14.19,69.16,24.79,Sitting
344,3.91,0.00,14.53,69.14,24.77,Sitting
355,4.49,0.00,14.83,69.13,24.78,Sitting
343,4.25,0.00,14.67,69.12,24.76,Sitting
336,3.98,0.00,14.55,69.11,24.89,Sitting
331,3.74,0.00,14.35,69.11,24.86,Sitting
326,3.59,0.00,14.36,69.13,24.82,Sitting
349,4.15,0.00,14.72,69.14,24.80,Sitting
365,4.64,0.00,14.96,69.13,24.78,Sitting
377,4.94,0.00,15.15,69.11,24.72,Sitting
382,5.19,0.00,15.32,69.10,24.69,Sitting
365,4.69,0.00,15.00,69.08,24.64,Sitting
352,4.30,0.00,14.84,69.09,24.67,Sitting
342,4.01,0.00,14.71,69.08,24.69,Sitting
337,3.86,0.00,14.59,69.09,24.66,Sitting
328,3.58,0.00,14.52,69.09,24.66,Sitting
349,4.07,0.00,14.86,69.07,24.74,Sitting
363,4.47,0.00,15.07,69.07,24.77,Sitting
375,4.82,0.00,15.34,69.08,24.75,Sitting
361,4.29,0.00,15.10,69.09,24.72,Sitting
349,3.94,0.00,14.91,69.09,24.73,Sitting
347,3.76,0.00,14.78,69.10,24.74,Sitting
338,3.50,0.00,14.75,69.12,24.72,Sitting
329,3.12,0.00,14.49,69.11,24.69,Sitting
349,3.53,0.00,14.78,69.10,24.71,Sitting
338,3.14,0.00,15.13,69.09,24.70,Sitting
355,3.61,0.00,15.30,69.07,24.68,Sitting
368,3.94,0.00,15.43,69.05,24.63,Sitting
355,3.52,0.00,15.18,69.08,24.74,Sitting
354,3.27,0.00,14.94,69.08,24.76,Sitting
345,3.17,0.00,14.84,69.10,24.75,Sitting
338,2.80,0.00,14.74,69.12,24.75,Sitting
357,3.41,0.00,14.97,69.15,24.85,Sitting
372,3.88,0.00,15.21,69.16,24.82,Sitting
386,4.26,0.00,15.35,69.15,24.75,Sitting
381,4.05,0.00,15.24,69.15,24.74,Sitting
367,3.34,0.00,14.98,69.15,24.82,Sitting
355,3.10,0.00,14.86,69.13,24.83,Sitting
346,2.97,0.00,14.71,69.14,24.80,Sitting
336,2.77,0.00,14.56,69.16,24.78,Sitting
334,2.71,0.00,14.47,69.18,24.91,Sitting
354,3.30,0.00,14.76,69.21,24.87,Sitting
370,2.89,0.00,14.98,69.23,24.89,Sitting
356,1.62,0.00,14.74,69.21,24.93,Sitting
345,0.90,0.00,14.65,69.19,25.03,Sitting
340,0.28,0.00,14.53,69.15,24.98,Sitting
334,0.00,0.00,14.36,69.12,24.90,Sitting
329,0.00,0.00,14.17,69.07,24.87,Sitting
345,0.08,0.00,14.43,69.04,24.87,Sitting
358,0.29,0.00,14.59,69.02,24.81,Sitting
364,0.68,0.00,14.71,69.00,24.77,Sitting
339,0.00,0.00,14.52,68.96,24.70,Sitting
330,0.00,0.00,14.46,68.96,24.79,Sitting
319,0.00,0.00,14.32,68.95,24.73,Sitting
312,0.00,0.00,14.13,68.93,24.65,Sitting
334,0.15,0.00,14.35,68.92,24.58,Sitting
327,0.12,0.00,14.35,68.91,24.55,Sitting
344,0.40,0.00,14.45,68.90,24.54,Sitting
361,0.77,0.00,14.51,68.89,24.54,Sitting
344,0.20,0.00,13.88,68.89,24.54,Sitting
334,0.00,0.00,13.76,68.89,24.57,Sitting
327,0.00,0.00,13.70,68.89,24.61,Sitting
321,0.00,0.00,13.63,68.90,24.60,Sitting
314,0.00,0.00,13.59,68.90,24.59,Sitting
336,0.14,0.00,13.90,68.89,24.64,Sitting
327,0.00,0.00,13.77,68.88,24.61,Sitting
345,0.00,0.00,14.04,68.86,24.57,Sitting
333,0.00,0.00,13.93,68.84,24.53,Sitting
328,0.00,0.00,13.84,68.80,24.53,Sitting
322,0.00,0.00,13.76,68.79,24.51,Sitting
317,0.00,0.00,13.89,68.79,24.48,Sitting
313,0.00,0.00,13.80,68.80,24.45,Sitting
333,0.00,0.00,14.08,68.82,24.53,Sitting
349,0.00,0.00,14.29,68.82,24.50,Sitting
359,0.00,0.00,14.46,68.83,24.45,Sitting
373,0.10,0.00,14.60,68.83,24.44,Sitting
356,0.21,0.00,14.37,68.84,24.57,Sitting
349,0.18,0.00,14.11,68.85,24.58,Sitting
343,0.00,0.00,13.89,68.84,24.56,Sitting
339,0.00,0.00,13.55,68.86,24.55,Sitting
358,0.49,0.00,13.79,68.87,24.54,Sitting
374,1.26,0.00,14.10,68.86,24.53,Sitting
388,1.55,0.00,14.19,68.84,24.51,Sitting
397,1.75,0.00,14.29,68.83,24.43,Sitting
380,1.18,0.00,14.00,68.82,24.55,Sitting
378,0.71,0.00,13.76,68.80,24.53,Sitting
367,0.33,0.00,13.61,68.81,24.50,Sitting
357,0.00,0.00,13.22,68.80,24.53,Sitting
356,0.00,0.00,13.23,68.80,24.61,Sitting
377,0.00,0.00,13.56,68.79,24.60,Sitting
371,0.00,0.00,13.46,68.77,24.58,Sitting
364,0.00,0.00,13.47,68.75,24.56,Sitting
358,0.00,0.00,13.37,68.75,24.58,Sitting
357,0.00,0.00,13.35,68.78,24.60,Sitting
359,0.00,0.00,13.33,68.78,24.58,Sitting
357,0.00,0.00,13.23,68.75,24.57,Sitting
380,0.00,0.00,13.53,68.77,24.65,Sitting
399,0.00,0.00,13.85,68.76,24.62,Sitting
414,0.00,0.00,14.02,68.75,24.56,Sitting
398,0.00,0.00,13.79,68.75,24.54,Sitting
388,0.00,0.00,13.68,68.75,24.59,Sitting
382,0.00,0.00,13.52,68.74,24.60,Sitting
376,0.00,0.00,13.38,68.73,24.58,Sitting
367,0.00,0.00,13.43,68.73,24.56,Sitting
367,0.00,0.00,12.92,68.76,24.62,Sitting
383,0.64,0.00,13.35,68.78,24.67,Sitting
365,0.36,0.00,13.28,68.84,24.72,Sitting
349,0.19,0.00,13.25,68.88,24.79,Sitting
342,0.30,0.00,13.29,68.92,25.02,Sitting
335,0.28,0.00,13.28,68.92,25.04,Sitting
329,0.26,0.00,13.29,68.92,24.99,Sitting
324,0.22,0.00,13.29,68.96,24.96,Sitting
339,0.93,0.00,13.59,69.03,25.00,Sitting
330,0.90,0.00,13.51,69.07,25.03,Sitting
354,1.40,0.00,13.76,68.99,25.09,Sitting
344,1.11,0.00,13.62,68.90,25.14,Sitting
330,0.79,0.00,13.50,68.85,25.22,Sitting
317,0.55,0.00,13.41,68.80,25.12,Sitting
