flex,fsr1,fsr2,fsr3,pitch,roll,label
29,0.00,0.00,11.95,2.89,25.96,Walking
23,0.00,0.00,11.90,-0.85,27.97,Walking
19,0.00,0.00,11.55,-5.17,29.15,Walking
15,0.00,0.00,11.50,-4.79,30.77,Walking
12,0.00,0.00,11.42,-2.17,32.37,Walking
9,0.00,0.00,10.99,-2.12,32.81,Walking
7,0.00,0.00,11.25,-5.18,32.05,Walking
6,0.00,0.00,10.84,-7.62,31.01,Walking
5,0.00,0.00,11.61,-9.24,30.28,Walking
4,0.00,0.00,12.24,-9.51,30.17,Walking
3,0.00,0.00,12.41,-9.80,30.58,Walking
2,0.00,0.00,12.57,-10.35,30.83,Walking
2,0.00,0.00,12.71,-10.68,30.91,Walking
1,0.00,0.00,12.67,-10.96,30.57,Walking
1,0.00,0.00,13.12,-11.52,30.33,Walking
1,0.00,0.00,13.45,-12.07,30.36,Walking
0,0.00,0.00,13.23,-12.34,30.97,Walking
0,0.00,0.00,13.61,-12.85,31.55,Walking
0,0.00,0.00,12.95,-12.93,31.22,Walking
0,0.00,0.00,12.53,-13.24,30.63,Walking
0,0.00,0.00,12.67,-13.82,30.04,Walking
0,0.00,0.00,12.83,-14.42,29.72,Walking
0,0.00,0.00,13.50,-15.27,30.14,Walking
0,0.00,0.00,13.95,-16.24,30.81,Walking
0,0.00,0.00,14.58,-17.09,31.64,Walking
0,0.00,0.00,14.54,-17.95,32.16,Walking
0,0.00,0.00,14.65,-18.72,32.47,Walking
0,0.00,0.00,14.75,-19.37,32.76,Walking
0,0.00,0.00,14.61,-20.06,32.85,Walking
0,0.00,0.00,14.56,-20.66,32.93,Walking
0,0.00,0.00,14.83,-21.17,33.07,Walking
0,0.00,0.00,15.35,-21.69,33.28,Walking
0,0.00,0.00,15.92,-22.28,33.67,Walking
0,0.00,0.00,15.88,-22.78,34.02,Walking
0,0.00,0.00,15.47,-23.34,34.51,Walking
0,0.00,0.00,15.19,-23.69,34.84,Walking
0,0.00,0.00,15.09,-23.77,35.05,Walking
0,0.00,0.00,14.88,-23.76,35.44,Walking
0,0.00,0.00,15.29,-23.80,35.97,Walking
0,0.00,0.00,15.14,-23.74,36.46,Walking
0,0.15,0.00,15.08,-23.62,36.88,Walking
0,0.13,0.00,15.03,-23.66,37.44,Walking
0,0.00,0.00,14.94,-23.82,38.08,Walking
0,0.00,0.00,15.07,-24.00,38.57,Walking
0,0.00,0.00,15.07,-24.15,39.00,Walking
0,0.00,0.00,15.16,-24.24,39.31,Walking
0,0.00,0.00,15.67,-24.35,39.71,Walking
0,0.00,0.00,16.11,-24.56,40.22,Walking
0,0.00,0.00,16.20,-24.94,40.90,Walking
0,0.00,0.00,16.55,-25.25,41.37,Walking
0,0.00,0.00,15.69,-25.42,41.82,Walking
0,0.00,0.00,15.53,-25.46,42.56,Walking
0,0.00,0.00,15.43,-25.74,43.43,Walking
0,0.00,0.00,15.46,-26.24,44.20,Walking
0,0.00,0.00,15.91,-26.62,44.88,Walking
